,air_pressure(mBar),date,coordinates,air_temperature,mass_concentration_of_chlorophyll_in_sea_water,relative_humidity,mass_concentration_of_oxygen_in_sea_wate,sea_water_practical_salinity,USA_SSHS,xco2,Methane_ppbv,tropical_storm_occurence
24505,1008.7,20210621,29.0-97.0,29.7,,,,,,,1910.2422288359787,0.0
24506,1009.5,20210621,29.0-95.0,29.4,,,,,,,1910.2422288359787,0.0
24507,1008.6,20210621,28.0-97.0,30.5,,,7.7,,,,1910.2422288359787,0.0
24508,1008.7,20210621,28.0-96.0,28.9,,,,,,,1910.2422288359787,0.0
24509,1009.6,20210621,30.0-95.0,28.2,,,,,,,1910.2422288359787,0.0
24510,1010.4,20210621,30.0-94.0,28.1,,,,,,,1910.2422288359787,0.0
24511,1012.0,20210621,29.0-91.0,26.4,15.2,,6.65,,,,1910.2422288359787,0.0
24512,1015.0,20210621,30.0-88.0,27.1,,,5.3,,,,1910.2422288359787,0.0
24513,,20210621,28.0-95.0,29.4,,,,,,,1910.2422288359787,0.0
24514,,20210621,29.0-94.0,28.4,,,,,,,1910.2422288359787,0.0
24515,,20210621,30.0-89.0,29.6,,,,,,,1910.2422288359787,0.0
24516,1014.1,20210622,29.0-90.0,28.0,,,,,,,,0.0
24517,1015.0,20210622,30.0-87.0,27.4,,,,,,,,0.0
24518,1014.2,20210622,29.0-89.0,25.1,,,,,,,,0.0
24519,1013.4,20210622,30.0-90.0,27.3,,,,,,,,0.0
24520,1013.3,20210622,30.0-91.0,29.0,,,,,,,,0.0
24521,1011.2,20210622,30.0-93.0,28.9,,,,,,,,0.0
24522,1012.3,20210622,29.0-96.0,28.7,,,,,,,,0.0
24523,1012.1,20210622,29.0-97.0,29.0,,,,,,,,0.0
24524,1012.2,20210622,29.0-95.0,30.0,,,,,,,,0.0
24525,1013.0,20210622,29.0-91.0,29.1,18.5,,7.96,,,,,0.0
24526,1015.0,20210622,30.0-88.0,25.1,,,5.7,,,,,0.0
24527,1012.5,20210622,28.0-97.0,30.4,,,7.31,,,,,0.0
24528,1012.5,20210622,28.0-96.0,30.2,,,,,,,,0.0
24529,1012.0,20210622,30.0-95.0,30.0,,,,,,,,0.0
24530,1012.2,20210622,30.0-94.0,30.1,,,,,,,,0.0
24531,,20210622,28.0-95.0,27.9,,,,,,,,0.0
24532,,20210622,29.0-94.0,29.0,,,,,,,,0.0
24533,,20210622,30.0-89.0,32.7,,,,,,,,0.0
24534,1014.4,20210623,28.0-96.0,29.0,,,,,,,1909.5157490079364,0.0
24535,1018.1,20210623,29.0-90.0,28.8,,,,,,,1909.5157490079364,0.0
24536,1013.6,20210623,28.0-97.0,29.9,,,,,,,1909.5157490079364,0.0
24537,1017.5,20210623,30.0-87.0,28.6,,,,,,,1909.5157490079364,0.0
24538,1017.6,20210623,29.0-89.0,29.0,,,,,,,1909.5157490079364,0.0
24539,1016.5,20210623,30.0-90.0,29.4,,,,,,,1909.5157490079364,0.0
24540,1016.8,20210623,30.0-91.0,28.8,,,,,,,1909.5157490079364,0.0
24541,1014.0,20210623,30.0-93.0,29.2,,,,,,,1909.5157490079364,0.0
24542,1013.7,20210623,30.0-94.0,28.7,,,,,,,1909.5157490079364,0.0
24543,1014.7,20210623,30.0-95.0,29.6,,,,,,,1909.5157490079364,0.0
24544,1014.5,20210623,29.0-95.0,29.9,,,,,,,1909.5157490079364,0.0
24545,1014.0,20210623,29.0-96.0,29.5,,,,,,,1909.5157490079364,0.0
24546,1013.9,20210623,29.0-97.0,29.6,,,,,,,1909.5157490079364,0.0
24547,1016.0,20210623,29.0-91.0,29.1,18.04,,8.62,,,,1909.5157490079364,0.0
24548,1018.0,20210623,30.0-88.0,28.6,,,5.4,,,,1909.5157490079364,0.0
24549,,20210623,28.0-95.0,29.3,,,,,,,1909.5157490079364,0.0
24550,,20210623,29.0-94.0,29.3,,,,,,,1909.5157490079364,0.0
24551,,20210623,30.0-89.0,34.4,,,,,,,1909.5157490079364,0.0
24552,,20210623,29.0-92.0,,,,,,,410.795562744141,1909.5157490079364,0.0
24553,,20210623,29.0-92.0,,,,,,,412.379272460938,1909.5157490079364,0.0
24554,1013.5,20210624,28.0-96.0,29.4,,,,,,,1910.532820767196,0.0
24555,1018.1,20210624,29.0-90.0,28.4,,,,,,,1910.532820767196,0.0
24556,1012.5,20210624,28.0-97.0,30.1,,,,,,,1910.532820767196,0.0
24557,1017.4,20210624,30.0-87.0,29.0,,,,,,,1910.532820767196,0.0
24558,1017.1,20210624,29.0-89.0,28.7,,,,,,,1910.532820767196,0.0
24559,1016.8,20210624,30.0-90.0,28.7,,,,,,,1910.532820767196,0.0
24560,1016.2,20210624,30.0-91.0,28.6,,,,,,,1910.532820767196,0.0
24561,1013.4,20210624,30.0-93.0,29.2,,,,,,,1910.532820767196,0.0
24562,1013.5,20210624,30.0-94.0,29.1,,,,,,,1910.532820767196,0.0
24563,1014.2,20210624,30.0-95.0,29.7,,,,,,,1910.532820767196,0.0
24564,1013.8,20210624,29.0-95.0,30.1,,,,,,,1910.532820767196,0.0
24565,1013.4,20210624,29.0-96.0,29.3,,,,,,,1910.532820767196,0.0
24566,1013.1,20210624,29.0-97.0,30.0,,,,,,,1910.532820767196,0.0
24567,1016.0,20210624,29.0-91.0,28.9,17.53,,7.46,,,,1910.532820767196,0.0
24568,1018.0,20210624,30.0-88.0,25.9,,,5.3,,,,1910.532820767196,0.0
24569,,20210624,28.0-95.0,29.5,,,,,,,1910.532820767196,0.0
24570,,20210624,29.0-94.0,29.4,,,,,,,1910.532820767196,0.0
24571,,20210624,30.0-89.0,34.4,,,,,,,1910.532820767196,0.0
24572,,20210624,29.0-92.0,,,,,,,419.869567871094,1910.532820767196,0.0
24573,1012.5,20210625,28.0-96.0,29.5,,,,,,,,0.0
24574,1017.1,20210625,29.0-90.0,27.4,,,,,,,,0.0
24575,1011.4,20210625,28.0-97.0,29.7,,,,,,,,0.0
24576,1017.7,20210625,30.0-87.0,28.7,,,,,,,,0.0
24577,1016.9,20210625,29.0-89.0,28.3,,,,,,,,0.0
24578,1016.7,20210625,30.0-90.0,28.0,,,,,,,,0.0
24579,1016.9,20210625,30.0-91.0,26.7,,,,,,,,0.0
24580,1012.8,20210625,30.0-93.0,29.1,,,,,,,,0.0
24581,1012.6,20210625,30.0-94.0,29.2,,,,,,,,0.0
24582,1013.2,20210625,30.0-95.0,30.2,,,,,,,,0.0
24583,1013.1,20210625,29.0-95.0,30.5,,,,,,,,0.0
24584,1012.4,20210625,29.0-96.0,29.7,,,,,,,,0.0
24585,1012.1,20210625,29.0-97.0,30.0,,,,,,,,0.0
24586,1016.0,20210625,29.0-91.0,25.5,18.37,,6.3,,,,,0.0
24587,1018.0,20210625,30.0-88.0,28.2,,,4.8,,,,,0.0
24588,,20210625,28.0-95.0,29.4,,,,,,,,0.0
24589,,20210625,29.0-94.0,29.6,,,,,,,,0.0
24590,,20210625,30.0-89.0,32.8,,,,,,,,0.0
24591,1011.2,20210626,28.0-96.0,29.2,,,,,,,1909.8063409391532,0.0
24592,1016.1,20210626,29.0-90.0,27.6,,,,,,,1909.8063409391532,0.0
24593,1010.3,20210626,28.0-97.0,29.8,,,,,,,1909.8063409391532,0.0
24594,1017.2,20210626,30.0-87.0,29.0,,,,,,,1909.8063409391532,0.0
24595,1015.4,20210626,29.0-89.0,30.5,,,,,,,1909.8063409391532,0.0
24596,1015.1,20210626,30.0-90.0,29.6,,,,,,,1909.8063409391532,0.0
24597,1014.6,20210626,30.0-91.0,29.4,,,,,,,1909.8063409391532,0.0
24598,1011.8,20210626,30.0-93.0,29.1,,,,,,,1909.8063409391532,0.0
24599,1011.7,20210626,30.0-94.0,28.5,,,,,,,1909.8063409391532,0.0
24600,1012.7,20210626,30.0-95.0,29.1,,,,,,,1909.8063409391532,0.0
24601,1012.1,20210626,29.0-95.0,29.4,,,,,,,1909.8063409391532,0.0
24602,1011.3,20210626,29.0-96.0,29.4,,,,,,,1909.8063409391532,0.0
24603,1010.7,20210626,29.0-97.0,29.6,,,,,,,1909.8063409391532,0.0
24604,1014.0,20210626,29.0-91.0,28.7,15.2,,7.07,,,,1909.8063409391532,0.0
24605,1017.0,20210626,30.0-88.0,29.1,,,5.3,,,,1909.8063409391532,0.0
24606,,20210626,28.0-95.0,29.3,,,,,,,1909.8063409391532,0.0
24607,,20210626,29.0-94.0,29.1,,,,,,,1909.8063409391532,0.0
24608,,20210626,30.0-89.0,33.1,,,,,,,1909.8063409391532,0.0
24609,,20210626,29.0-92.0,,,,,,,416.25,1909.8063409391532,0.0
24610,,20210626,29.0-92.0,,,,,,,419.338714599609,1909.8063409391532,0.0
24611,,20210626,29.0-92.0,,,,,,,418.22607421875,1909.8063409391532,0.0
24612,,20210626,29.0-92.0,,,,,,,417.241302490234,1909.8063409391532,0.0
24613,,20210626,29.0-92.0,,,,,,,414.791107177734,1909.8063409391532,0.0
24614,,20210626,29.0-92.0,,,,,,,410.215087890625,1909.8063409391532,0.0
24615,1011.1,20210627,28.0-96.0,28.8,,,,,,,1910.8234126984123,0.0
24616,1016.1,20210627,29.0-90.0,23.8,,,,,,,1910.8234126984123,0.0
24617,1010.1,20210627,28.0-97.0,28.5,,,,,,,1910.8234126984123,0.0
24618,1017.2,20210627,30.0-87.0,26.2,,,,,,,1910.8234126984123,0.0
24619,1015.5,20210627,29.0-89.0,26.3,,,,,,,1910.8234126984123,0.0
24620,1015.3,20210627,30.0-90.0,27.5,,,,,,,1910.8234126984123,0.0
24621,1014.6,20210627,30.0-91.0,26.9,,,,,,,1910.8234126984123,0.0
24622,1010.8,20210627,30.0-93.0,28.3,,,,,,,1910.8234126984123,0.0
24623,1010.7,20210627,30.0-94.0,27.9,,,,,,,1910.8234126984123,0.0
24624,1011.5,20210627,30.0-95.0,28.8,,,,,,,1910.8234126984123,0.0
24625,1011.0,20210627,29.0-95.0,29.2,,,,,,,1910.8234126984123,0.0
24626,1010.7,20210627,29.0-96.0,29.7,,,,,,,1910.8234126984123,0.0
24627,1011.0,20210627,29.0-97.0,25.1,,,,,,,1910.8234126984123,0.0
24628,1014.0,20210627,29.0-91.0,26.1,16.26,,6.0,,,,1910.8234126984123,0.0
24629,1018.0,20210627,30.0-88.0,25.9,,,5.7,,,,1910.8234126984123,0.0
24630,,20210627,28.0-95.0,28.8,,,,,,,1910.8234126984123,0.0
24631,,20210627,29.0-94.0,28.7,,,,,,,1910.8234126984123,0.0
24632,,20210627,30.0-89.0,32.0,,,,,,,1910.8234126984123,0.0
24633,,20210627,29.0-92.0,,,,,,,418.282531738281,1910.8234126984123,0.0
24634,,20210627,29.0-92.0,,,,,,,416.853790283203,1910.8234126984123,0.0
24635,,20210627,29.0-92.0,,,,,,,419.482055664062,1910.8234126984123,0.0
24636,1012.2,20210628,28.0-96.0,26.5,,,,,,,,0.0
24637,1011.8,20210628,28.0-97.0,27.3,,,,,,,,0.0
24638,1018.4,20210628,30.0-87.0,28.7,,,,,,,,0.0
24639,1017.3,20210628,29.0-89.0,29.9,,,,,,,,0.0
24640,1016.9,20210628,30.0-90.0,28.6,,,,,,,,0.0
24641,1016.6,20210628,30.0-91.0,28.0,,,,,,,,0.0
24642,1013.0,20210628,30.0-93.0,26.3,,,,,,,,0.0
24643,1012.7,20210628,30.0-94.0,26.2,,,,,,,,0.0
24644,1013.1,20210628,30.0-95.0,27.0,,,,,,,,0.0
24645,1012.9,20210628,29.0-95.0,26.0,,,,,,,,0.0
24646,1012.6,20210628,29.0-96.0,25.9,,,,,,,,0.0
24647,1012.8,20210628,29.0-97.0,26.8,,,,,,,,0.0
24648,1017.1,20210628,29.0-90.0,27.0,,,,,,,,0.0
24649,1016.0,20210628,29.0-91.0,27.7,15.25,,6.68,,,,,0.0
24650,1019.0,20210628,30.0-88.0,27.5,,,6.7,,,,,0.0
24651,,20210628,28.0-95.0,28.0,,,,,,,,0.0
24652,,20210628,29.0-94.0,27.5,,,,,,,,0.0
24653,,20210628,30.0-89.0,32.9,,,,,,,,0.0
24654,1015.0,20210629,28.0-96.0,28.8,,,,,,,1910.0969328703704,0.0
24655,1019.1,20210629,29.0-90.0,26.9,,,,,,,1910.0969328703704,0.0
24656,1014.3,20210629,28.0-97.0,29.4,,,,,,,1910.0969328703704,0.0
24657,1019.9,20210629,30.0-87.0,29.1,,,,,,,1910.0969328703704,0.0
24658,1018.8,20210629,29.0-89.0,28.0,,,,,,,1910.0969328703704,0.0
24659,1018.8,20210629,30.0-90.0,26.1,,,,,,,1910.0969328703704,0.0
24660,1018.4,20210629,30.0-91.0,27.6,,,,,,,1910.0969328703704,0.0
24661,1015.6,20210629,30.0-93.0,28.5,,,,,,,1910.0969328703704,0.0
24662,1015.4,20210629,30.0-94.0,28.0,,,,,,,1910.0969328703704,0.0
24663,1016.3,20210629,30.0-95.0,28.2,,,,,,,1910.0969328703704,0.0
24664,1015.2,20210629,29.0-96.0,28.2,,,,,,,1910.0969328703704,0.0
24665,1015.1,20210629,29.0-97.0,28.4,,,,,,,1910.0969328703704,0.0
24666,1015.9,20210629,29.0-95.0,28.1,,,,,,,1910.0969328703704,0.0
24667,1018.0,20210629,29.0-91.0,27.5,15.97,,7.61,,,,1910.0969328703704,0.0
24668,1020.0,20210629,30.0-88.0,28.5,,,6.8,,,,1910.0969328703704,0.0
24669,,20210629,28.0-95.0,27.5,,,,,,,1910.0969328703704,0.0
24670,,20210629,29.0-94.0,28.3,,,,,,,1910.0969328703704,0.0
24671,,20210629,30.0-89.0,32.2,,,,,,,1910.0969328703704,0.0
24672,1015.7,20210630,28.0-96.0,28.9,,,,,,,1911.1140046296296,0.0
24673,1016.8,20210630,30.0-91.0,25.9,,,,,,,1911.1140046296296,0.0
24674,1014.7,20210630,28.0-97.0,29.3,,,,,,,1911.1140046296296,0.0
24675,1018.1,20210630,30.0-87.0,27.4,,,,,,,1911.1140046296296,0.0
24676,1017.1,20210630,29.0-89.0,26.3,,,,,,,1911.1140046296296,0.0
24677,1016.6,20210630,30.0-90.0,30.1,,,,,,,1911.1140046296296,0.0
24678,1014.1,20210630,30.0-93.0,28.8,,,,,,,1911.1140046296296,0.0
24679,1014.4,20210630,30.0-94.0,28.0,,,,,,,1911.1140046296296,0.0
24680,1015.4,20210630,30.0-95.0,28.8,,,,,,,1911.1140046296296,0.0
24681,1015.2,20210630,29.0-96.0,28.9,,,,,,,1911.1140046296296,0.0
24682,1015.3,20210630,29.0-97.0,28.6,,,,,,,1911.1140046296296,0.0
24683,1015.2,20210630,29.0-95.0,29.0,,,,,,,1911.1140046296296,0.0
24684,1017.1,20210630,29.0-90.0,26.6,,,,,,,1911.1140046296296,0.0
24685,1016.0,20210630,29.0-91.0,27.3,-9999.0,,-9999.0,,,,1911.1140046296296,0.0
24686,1018.0,20210630,30.0-88.0,26.2,,,5.5,,,,1911.1140046296296,0.0
24687,,20210630,28.0-95.0,28.8,,,,,,,1911.1140046296296,0.0
24688,,20210630,29.0-94.0,28.5,,,,,,,1911.1140046296296,0.0
24689,,20210630,30.0-89.0,32.0,,,,,,,1911.1140046296296,0.0
24690,,20210630,29.0-92.0,,,,,,,414.344848632812,1911.1140046296296,0.0
24691,,20210630,29.0-92.0,,,,,,,408.572143554688,1911.1140046296296,0.0
24692,1016.59,20210631,30.0-88.0,24.91,,,0.0,,,,,0.0
24693,1013.3,20210701,28.0-96.0,29.1,,,,,,,,0.0
24694,1012.3,20210701,28.0-97.0,30.2,,,,,,,,0.0
24695,1014.2,20210701,30.0-87.0,28.1,,,,,,,,0.0
24696,1013.5,20210701,29.0-89.0,28.6,,,,,,,,0.0
24697,1013.4,20210701,30.0-90.0,30.2,,,,,,,,0.0
24698,1013.6,20210701,30.0-91.0,27.4,,,,,,,,0.0
24699,1011.5,20210701,30.0-93.0,28.6,,,,,,,,0.0
24700,1011.5,20210701,30.0-94.0,30.2,,,,,,,,0.0
24701,1012.8,20210701,30.0-95.0,29.8,,,,,,,,0.0
24702,1012.7,20210701,29.0-96.0,29.1,,,,,,,,0.0
24703,1012.7,20210701,29.0-97.0,29.5,,,,,,,,0.0
24704,1013.0,20210701,29.0-95.0,29.0,,,,,,,,0.0
24705,1013.0,20210701,29.0-91.0,28.2,16.95,,6.77,,,,,0.0
24706,1015.0,20210701,30.0-88.0,28.2,,,0.0,,,,,0.0
24707,1014.1,20210701,29.0-90.0,28.4,,,,,,,,0.0
24708,,20210701,28.0-95.0,29.2,,,,,,,,0.0
24709,,20210701,29.0-94.0,29.0,,,,,,,,0.0
24710,,20210701,30.0-89.0,31.1,,,,,,,,0.0
24711,,20210701,29.0-92.0,,,,,,,415.975341796875,,0.0
24712,,20210701,29.0-92.0,,,,,,,417.841705322266,,0.0
24713,,20210701,29.0-92.0,,,,,,,416.252746582031,,0.0
24714,,20210701,29.0-92.0,,,,,,,413.325225830078,,0.0
24715,1012.4,20210702,28.0-96.0,29.9,,,,,,,1910.3875248015872,0.0
24716,1011.7,20210702,28.0-97.0,30.4,,,6.6,,,,1910.3875248015872,0.0
24717,1012.4,20210702,30.0-87.0,26.4,,,,,,,1910.3875248015872,0.0
24718,1012.9,20210702,29.0-89.0,28.5,,,,,,,1910.3875248015872,0.0
24719,1012.2,20210702,30.0-90.0,30.3,,,,,,,1910.3875248015872,0.0
24720,1012.8,20210702,30.0-91.0,29.1,,,,,,,1910.3875248015872,0.0
24721,1011.1,20210702,30.0-93.0,29.4,,,,,,,1910.3875248015872,0.0
24722,1011.4,20210702,30.0-94.0,28.8,,,,,,,1910.3875248015872,0.0
24723,1012.4,20210702,30.0-95.0,30.2,,,,,,,1910.3875248015872,0.0
24724,1012.2,20210702,29.0-95.0,30.2,,,,,,,1910.3875248015872,0.0
24725,1012.1,20210702,29.0-96.0,30.1,,,,,,,1910.3875248015872,0.0
24726,1012.0,20210702,29.0-97.0,30.6,,,,,,,1910.3875248015872,0.0
24727,1012.0,20210702,29.0-91.0,28.4,-9999.0,,-9999.0,,,,1910.3875248015872,0.0
24728,1013.0,20210702,30.0-88.0,25.5,,,0.0,,,,1910.3875248015872,0.0
24729,1014.1,20210702,29.0-90.0,27.9,,,,,,,1910.3875248015872,0.0
24730,,20210702,28.0-95.0,29.6,,,,,,,1910.3875248015872,0.0
24731,,20210702,29.0-94.0,29.9,,,,,,,1910.3875248015872,0.0
24732,,20210702,30.0-89.0,32.4,,,,,,,1910.3875248015872,0.0
24733,1012.5,20210703,28.0-96.0,29.4,,,,,,,1911.4045965608464,0.0
24734,1012.1,20210703,28.0-97.0,29.8,,,,,,,1911.4045965608464,0.0
24735,1012.4,20210703,30.0-87.0,26.7,,,,,,,1911.4045965608464,0.0
24736,1013.6,20210703,29.0-89.0,27.6,,,,,,,1911.4045965608464,0.0
24737,1013.2,20210703,30.0-90.0,24.5,,,,,,,1911.4045965608464,0.0
24738,1013.8,20210703,30.0-91.0,27.1,,,,,,,1911.4045965608464,0.0
24739,1012.2,20210703,30.0-93.0,25.7,,,,,,,1911.4045965608464,0.0
24740,1012.2,20210703,30.0-94.0,25.8,,,,,,,1911.4045965608464,0.0
24741,1013.2,20210703,30.0-95.0,28.8,,,,,,,1911.4045965608464,0.0
24742,1012.9,20210703,29.0-96.0,29.4,,,,,,,1911.4045965608464,0.0
24743,1012.6,20210703,29.0-97.0,30.1,,,,,,,1911.4045965608464,0.0
24744,1013.3,20210703,29.0-95.0,28.3,,,,,,,1911.4045965608464,0.0
24745,1013.0,20210703,29.0-91.0,27.6,16.19,,7.38,,,,1911.4045965608464,0.0
24746,1013.0,20210703,30.0-88.0,25.2,,,0.0,,,,1911.4045965608464,0.0
24747,1014.1,20210703,29.0-90.0,27.0,,,,,,,1911.4045965608464,0.0
24748,,20210703,28.0-95.0,29.5,,,,,,,1911.4045965608464,0.0
24749,,20210703,29.0-94.0,28.8,,,,,,,1911.4045965608464,0.0
24750,,20210703,30.0-89.0,29.4,,,,,,,1911.4045965608464,0.0
24751,1014.1,20210704,29.0-90.0,25.7,,,,,,,,0.0
24752,1011.6,20210704,28.0-96.0,27.1,,,,,,,,0.0
24753,1010.6,20210704,28.0-97.0,29.1,,,3.48,,,,,0.0
24754,1013.3,20210704,30.0-87.0,27.5,,,,,,,,0.0
24755,1014.0,20210704,29.0-89.0,26.7,,,,,,,,0.0
24756,1013.1,20210704,30.0-90.0,27.0,,,,,,,,0.0
24757,1013.0,20210704,30.0-91.0,28.8,,,,,,,,0.0
24758,1010.5,20210704,30.0-93.0,28.6,,,,,,,,0.0
24759,1010.6,20210704,30.0-94.0,27.9,,,,,,,,0.0
24760,1011.8,20210704,30.0-95.0,28.6,,,,,,,,0.0
24761,1011.9,20210704,29.0-95.0,28.9,,,,,,,,0.0
24762,1011.3,20210704,29.0-96.0,27.8,,,,,,,,0.0
24763,1011.6,20210704,29.0-97.0,27.4,,,,,,,,0.0
24764,1012.0,20210704,29.0-91.0,26.9,18.07,,8.17,,,,,0.0
24765,1014.0,20210704,30.0-88.0,27.7,,,0.0,,,,,0.0
24766,,20210704,28.0-95.0,28.7,,,,,,,,0.0
24767,,20210704,29.0-94.0,28.8,,,,,,,,0.0
24768,,20210704,30.0-89.0,32.2,,,,,,,,0.0
24769,,20210704,29.0-92.0,,,,,,,411.467193603516,,0.0
24770,,20210704,29.0-92.0,,,,,,,415.779571533203,,0.0
24771,,20210704,29.0-92.0,,,,,,,416.550598144531,,0.0
24772,,20210704,29.0-92.0,,,,,,,413.571655273438,,0.0
24773,,20210704,29.0-92.0,,,,,,,416.914337158203,,0.0
24774,1015.1,20210705,29.0-90.0,27.7,,,,,,,1910.6781167328045,0.0
24775,1011.7,20210705,28.0-96.0,28.5,,,,,,,1910.6781167328045,0.0
24776,1010.7,20210705,28.0-97.0,28.9,,,,,,,1910.6781167328045,0.0
24777,1015.5,20210705,30.0-87.0,27.5,,,,,,,1910.6781167328045,0.0
24778,1014.1,20210705,29.0-89.0,28.4,,,,,,,1910.6781167328045,0.0
24779,1013.3,20210705,30.0-90.0,28.7,,,,,,,1910.6781167328045,0.0
24780,1013.7,20210705,30.0-91.0,28.9,,,,,,,1910.6781167328045,0.0
24781,1011.2,20210705,30.0-93.0,29.6,,,,,,,1910.6781167328045,0.0
24782,1011.1,20210705,30.0-94.0,28.9,,,,,,,1910.6781167328045,0.0
24783,1012.1,20210705,30.0-95.0,28.9,,,,,,,1910.6781167328045,0.0
24784,1012.0,20210705,29.0-95.0,29.0,,,,,,,1910.6781167328045,0.0
24785,1011.5,20210705,29.0-96.0,28.5,,,,,,,1910.6781167328045,0.0
24786,1011.5,20210705,29.0-97.0,27.5,,,,,,,1910.6781167328045,0.0
24787,1013.0,20210705,29.0-91.0,27.7,16.77,,7.83,,,,1910.6781167328045,0.0
24788,1016.0,20210705,30.0-88.0,25.6,,,0.0,,,,1910.6781167328045,0.0
24789,,20210705,28.0-95.0,28.1,,,,,,,1910.6781167328045,0.0
24790,,20210705,29.0-94.0,28.7,,,,,,,1910.6781167328045,0.0
24791,,20210705,30.0-89.0,31.2,,,,,,,1910.6781167328045,0.0
24792,1011.6,20210706,28.0-96.0,25.7,,,,,,,1911.6951884920636,0.0
24793,1015.1,20210706,29.0-90.0,27.2,,,,,,,1911.6951884920636,0.0
24794,1015.0,20210706,30.0-87.0,27.5,,,,,,,1911.6951884920636,0.0
24795,1014.6,20210706,29.0-89.0,28.0,,,,,,,1911.6951884920636,0.0
24796,1014.4,20210706,30.0-90.0,25.3,,,,,,,1911.6951884920636,0.0
24797,1014.1,20210706,30.0-91.0,27.5,,,,,,,1911.6951884920636,0.0
24798,1011.4,20210706,30.0-93.0,27.6,,,,,,,1911.6951884920636,0.0
24799,1011.4,20210706,30.0-94.0,27.2,,,,,,,1911.6951884920636,0.0
24800,1012.3,20210706,30.0-95.0,27.7,,,,,,,1911.6951884920636,0.0
24801,1011.4,20210706,29.0-96.0,24.5,,,,,,,1911.6951884920636,0.0
24802,1011.1,20210706,29.0-97.0,26.2,,,,,,,1911.6951884920636,0.0
24803,1010.3,20210706,28.0-97.0,24.5,,,,,,,1911.6951884920636,0.0
24804,1012.1,20210706,29.0-95.0,27.4,,,,,,,1911.6951884920636,0.0
24805,1013.0,20210706,29.0-91.0,27.4,17.69,,8.49,,,,1911.6951884920636,0.0
24806,1015.0,20210706,30.0-88.0,27.5,,,0.0,,,,1911.6951884920636,0.0
24807,,20210706,28.0-95.0,25.1,,,,,,,1911.6951884920636,0.0
24808,,20210706,29.0-94.0,26.9,,,,,,,1911.6951884920636,0.0
24809,,20210706,30.0-89.0,30.4,,,,,,,1911.6951884920636,0.0
24810,1010.0,20210707,28.0-96.0,26.9,,,,,,,,0.0
24811,1014.1,20210707,29.0-90.0,26.8,,,,,,,,0.0
24812,1009.4,20210707,28.0-97.0,25.3,,,,,,,,0.0
24813,1012.8,20210707,30.0-87.0,26.7,,,,,,,,0.0
24814,1013.3,20210707,29.0-89.0,28.8,,,,,,,,0.0
24815,1013.8,20210707,30.0-90.0,25.5,,,,,,,,0.0
24816,1013.5,20210707,30.0-91.0,28.6,,,,,,,,0.0
24817,1011.3,20210707,30.0-93.0,27.6,,,,,,,,0.0
24818,1011.1,20210707,30.0-94.0,27.1,,,,,,,,0.0
24819,1011.7,20210707,30.0-95.0,27.9,,,,,,,,0.0
24820,1010.3,20210707,29.0-96.0,26.5,,,,,,,,0.0
24821,1010.4,20210707,29.0-97.0,26.4,,,,,,,,0.0
24822,1011.4,20210707,29.0-95.0,27.7,,,,,,,,0.0
24823,1013.0,20210707,29.0-91.0,27.5,-9999.0,,-9999.0,,,,,0.0
24824,1014.0,20210707,30.0-88.0,27.0,,,0.0,,,,,0.0
24825,,20210707,28.0-95.0,28.5,,,,,,,,0.0
24826,,20210707,29.0-94.0,27.4,,,,,,,,0.0
24827,,20210707,30.0-89.0,29.7,,,,,,,,0.0
24828,1010.2,20210708,28.0-96.0,26.3,,,,,,,1910.968708664021,0.0
24829,1017.1,20210708,29.0-90.0,27.6,,,,,,,1910.968708664021,0.0
24830,1009.1,20210708,28.0-97.0,25.6,,,,,,,1910.968708664021,0.0
24831,1017.0,20210708,30.0-87.0,28.6,,,,,,,1910.968708664021,0.0
24832,1016.6,20210708,29.0-89.0,28.2,,,,,,,1910.968708664021,0.0
24833,1016.8,20210708,30.0-90.0,27.6,,,,,,,1910.968708664021,0.0
24834,1016.9,20210708,30.0-91.0,24.5,,,,,,,1910.968708664021,0.0
24835,1012.9,20210708,30.0-93.0,25.6,,,,,,,1910.968708664021,0.0
24836,1012.4,20210708,30.0-94.0,26.3,,,,,,,1910.968708664021,0.0
24837,1013.4,20210708,30.0-95.0,27.1,,,,,,,1910.968708664021,0.0
24838,1012.2,20210708,29.0-95.0,27.2,,,,,,,1910.968708664021,0.0
24839,1011.0,20210708,29.0-96.0,27.2,,,,,,,1910.968708664021,0.0
24840,1010.5,20210708,29.0-97.0,25.8,,,,,,,1910.968708664021,0.0
24841,1016.0,20210708,29.0-91.0,28.0,12.49,,5.87,,,,1910.968708664021,0.0
24842,1018.0,20210708,30.0-88.0,28.4,,,0.0,,,,1910.968708664021,0.0
24843,,20210708,28.0-95.0,27.2,,,,,,,1910.968708664021,0.0
24844,,20210708,29.0-94.0,27.4,,,,,,,1910.968708664021,0.0
24845,,20210708,30.0-89.0,30.6,,,,,,,1910.968708664021,0.0
24846,,20210708,29.0-92.0,,,,,,,423.242980957031,1910.968708664021,0.0
24847,1015.3,20210709,28.0-96.0,27.1,,,,,,,1911.9857804232804,0.0
24848,1020.1,20210709,29.0-90.0,28.4,,,,,,,1911.9857804232804,0.0
24849,1014.3,20210709,28.0-97.0,26.7,,,,,,,1911.9857804232804,0.0
24850,1021.5,20210709,30.0-87.0,23.4,,,,,,,1911.9857804232804,0.0
